Zipcode,Land Area sq meters,Water Area sq meters,Land Area sq miles,Water Area sq miles,Latitude,Longitude,Population,Population Density per sq mile
95614,"82,246,128","77,805",31.755,0.03,38.8862376,−120.9796991,4446.0,140.00944733112897
95615,"54,793,375","1,401,524",21.156,0.541,38.3107553,−121.5418167,877.0,41.45396105123842
95616,"77,324,072","84,521",29.855,0.033,38.5541465,−121.7985136,53805.0,1802.2106849773907
95618,"83,216,798","121,392",32.13,0.047,38.5430194,−121.6905376,27238.0,847.7435418611889
95619,"15,374,248","102,128",5.936,0.039,38.6806051,−120.8142611,6504.0,1095.6873315363882
95620,"624,878,261","7,471,338",241.267,2.885,38.4049355,−121.7543792,22312.0,92.4784574765716
95621,"17,289,143",0,6.675,0.0,38.695494,−121.3086239,41755.0,6255.430711610487
95623,"115,668,222","47,298",44.66,0.018,38.6325316,−120.8440154,3949.0,88.42364532019705
95624,"117,980,439","112,446",45.553,0.043,38.4341498,−121.3058740,67017.0,1471.1874080741115
95625,"2,385,482",0,0.921,0.0,38.3573109,−121.9086393,175.0,190.01085776330075
95626,"97,635,809",0,37.697,0.0,38.7337942,−121.4890064,5879.0,155.95405469931293
95627,"135,506,238","804,522",52.319,0.311,38.7345127,−122.0253459,4516.0,86.31663449224946
95628,"33,389,004","930,992",12.892,0.359,38.6520964,−121.2543842,40922.0,3174.2165684145207
95629,"147,703,459",0,57.029,0.0,38.5127884,−120.6875231,511.0,8.960353504357432
95630,"67,836,720","5,665,346",26.192,2.187,38.662781,−121.1401070,79584.0,3038.485033598045
95631,"450,609,216","1,407,436",173.981,0.543,39.0549436,−120.7539748,6604.0,37.95816784591421
95632,"293,343,192","1,639,331",113.26,0.633,38.2744509,−121.2592009,32039.0,282.88009888751543
95633,"102,200,009","100,735",39.46,0.039,38.8492029,−120.8223838,4482.0,113.58337557019766
95634,"307,201,279","147,643",118.611,0.057,38.9006294,−120.7067822,3921.0,33.057642208564125
95635,"76,529,730","108,089",29.548,0.042,38.9107478,−120.9086212,801.0,27.108433734939762
95636,"29,703,696",0,11.469,0.0,38.6116538,−120.4868200,1382.0,120.49873572238208
95637,"109,503,866",0,42.28,0.0,38.8530151,−122.2728699,140.0,3.3112582781456954
95638,"207,786,584","1,523,684",80.227,0.588,38.3426776,−121.0701320,2142.0,26.699240903935085
95639,"12,000,613","1,253,608",4.633,0.484,38.40854,−121.4953653,309.0,66.6954457155191
95640,"340,316,984","16,383,030",131.397,6.326,38.3414666,−120.9401124,11872.0,90.35213893772308
95641,"108,737,211","7,179,440",41.984,2.772,38.1555709,−121.6048157,1459.0,34.75133384146341
95642,"172,184,729","4,831,157",66.481,1.865,38.3435055,−120.7639480,6547.0,98.47926475233527
95645,"320,645,698","6,124,450",123.802,2.365,38.8940348,−121.7968077,1704.0,13.763913345503303
95646,"138,269,074","4,889,009",53.386,1.888,38.6317431,−120.0153616,156.0,2.922114412018132
95648,"373,729,578","2,474,137",144.298,0.955,38.9228115,−121.3120046,52777.0,365.75004504566937
95650,"59,245,025","1,747,291",22.875,0.675,38.8091745,−121.1713750,15172.0,663.2568306010929
95651,"34,617,626",0,13.366,0.0,38.8208844,−120.9351895,480.0,35.91201556187341
95652,"9,678,497",0,3.737,0.0,38.6626381,−121.4008280,635.0,169.92239764516992
95653,"14,225,838","21,917",5.493,0.008,38.697075,−121.9784140,502.0,91.38904059712361
95655,"24,679,300","64,570",9.529,0.025,38.5492278,−121.2785982,4334.0,454.82212194354076
95658,"60,356,820","1,195,643",23.304,0.462,38.8811828,−121.1690138,6491.0,278.53587366975626
95659,"118,952,419","1,858,035",45.928,0.717,38.8587448,−121.5899125,748.0,16.28636126110434
95660,"16,458,544",0,6.355,0.0,38.6788666,−121.3804999,36820.0,5793.863099921321
95661,"23,191,291",0,8.954,0.0,38.7412743,−121.2492663,31851.0,3557.181148090239
95662,"27,988,500","397,602",10.806,0.154,38.6891735,−121.2184354,32363.0,2994.9102350545995
95663,"22,535,392",0,8.701,0.0,38.8573725,−121.1825262,2787.0,320.30801057349726
95664,"95,167,104","11,993,156",36.744,4.631,38.8012809,−121.0378557,1280.0,34.835619420857824
95665,"52,472,769","11,273",20.26,0.004,38.3951756,−120.6527553,3729.0,184.05725567620925
95666,"217,494,796","5,829,223",83.975,2.251,38.5413755,−120.3290973,4692.0,55.87377195593927
95667,"437,914,688","698,470",169.08,0.27,38.7333947,−120.7913470,35452.0,209.67589306837
95668,"168,298,649","399,030",64.98,0.154,38.8275549,−121.4951816,588.0,9.04893813481071
95669,"196,114,232","167,089",75.72,0.065,38.4895182,−120.8916417,4899.0,64.69889064976228
95670,"33,455,726","887,916",12.917,0.343,38.6042685,−121.2803275,57222.0,4429.976000619339
95672,"56,319,297","166,114",21.745,0.064,38.7222604,−120.9929553,6543.0,300.8967578753736
95673,"42,095,985","173,482",16.253,0.067,38.6905184,−121.4656624,16337.0,1005.1682766258537
95674,"82,522,658",0,31.862,0.0,38.9539486,−121.4818964,910.0,28.56066788023351
95675,"524,419",0,0.202,0.0,38.545458,−120.7429092,420.0,2079.207920792079
95677,"25,185,350","57,380",9.724,0.022,38.79292,−121.2320060,26872.0,2763.4718222953516
95678,"29,590,365",0,11.425,0.0,38.7653528,−121.2884731,43078.0,3770.5032822757107
95679,"15,300,013","552,714",5.907,0.213,38.9165945,−122.2852761,63.0,10.665312341289996
95680,"6,031,415",0,2.329,0.0,38.2414116,−121.5783198,0.0,0.0
95681,"40,434,818",0,15.612,0.0,38.9980915,−121.3541980,1023.0,65.52651806302843
95682,"232,794,729","313,854",89.883,0.121,38.5989689,−120.9630662,29556.0,328.82747571843396
95683,"223,673,093","870,723",86.361,0.336,38.5119915,−121.0962605,6084.0,70.4484663216035
95684,"413,902,928","153,187",159.809,0.059,38.5661039,−120.5012152,2857.0,17.877591374703552
95685,"103,539,291","12,008",39.977,0.005,38.4340117,−120.7620145,4796.0,119.96898216474474
95686,"83,899,326","3,536,488",32.394,1.365,38.1577939,−121.5202225,1133.0,34.975612767796505
95687,"115,401,950","703,521",44.557,0.272,38.3331329,−121.9201507,69073.0,1550.2165765199632
95688,"238,283,900","942,257",92.002,0.364,38.4213428,−122.0301235,38114.0,414.27360274776635
95689,"65,434,307",0,25.264,0.0,38.470889,−120.6156786,1454.0,57.55224825839139
95690,"133,628,130","4,966,685",51.594,1.918,38.2034041,−121.6262394,2060.0,39.92712330891189
95691,"101,083,221","5,799,854",39.028,2.239,38.6279507,−121.5932868,39198.0,1004.3558470841448
95692,"148,209,041","1,994,678",57.224,0.77,39.043066,−121.4098044,4924.0,86.04781210680834
95693,"151,932,378",0,58.661,0.0,38.3985313,−121.2195101,6404.0,109.16963570344862
95694,"343,628,378","810,344",132.676,0.313,38.5716604,−122.0641679,10549.0,79.50948174500287
95695,"377,134,615","154,032",145.612,0.059,38.6940377,−121.8529316,40340.0,277.03760679064914
95697,"709,764",0,0.274,0.0,38.7328813,−121.8071949,188.0,686.1313868613138
95698,"99,430,500","769,515",38.39,0.297,38.8163566,−121.9107698,193.0,5.027350872623079
95699,"9,042,251","7,631",3.491,0.003,38.4367741,−120.8576235,13.0,3.723861357777141
95701,"82,238,466","138,710",31.752,0.054,39.226549,−120.7670224,1064.0,33.50970017636684
95703,"22,992,794","68,707",8.878,0.027,38.9890274,−120.9877751,910.0,102.50056318990764
95709,"61,627,490","193,955",23.795,0.075,38.7490321,−120.6909165,5634.0,236.77243118302164
95713,"157,394,699","998,539",60.77,0.386,39.0813467,−120.9323895,10545.0,173.52311996050682
95714,"9,313,989","113,182",3.596,0.044,39.2011586,−120.8367976,445.0,123.74860956618464
95715,"87,586,416","1,610,200",33.817,0.622,39.2766508,−120.6440120,101.0,2.9866635124345744
95717,"50,517,032",0,19.505,0.0,39.1425937,−120.8426891,150.0,7.690335811330429
95720,"403,521,636","1,108,300",155.801,0.428,38.8509368,−120.2512666,108.0,0.6931919564059281
95721,"11,709,283",0,4.521,0.0,38.81614,−120.0959985,0.0,0.0
95722,"27,044,345","634,863",10.442,0.245,39.0098006,−121.0347072,4969.0,475.8666922045585
95726,"370,249,781","1,507,764",142.954,0.582,38.7619757,−120.4134947,8207.0,57.41007596849336
95728,"72,499,690","1,579,018",27.992,0.61,39.2946534,−120.4014066,328.0,11.717633609602743
95735,"113,375,798","2,414,524",43.775,0.932,38.8402874,−120.1502941,33.0,0.7538549400342661
95736,"598,865",0,0.231,0.0,39.0391217,−120.9774935,277.0,1199.134199134199
95742,"130,644,082","282,964",50.442,0.109,38.5622013,−121.2047003,12643.0,250.64430434954997
95746,"47,655,830","18,667,624",18.4,7.208,38.7469238,−121.1664336,23208.0,1261.304347826087
95747,"109,077,837","1,272",42.115,0.0,38.7784212,−121.3688294,68541.0,1627.4723970081918
95757,"167,046,572","2,638,234",64.497,1.019,38.3316522,−121.4369791,51676.0,801.2155604136626
95758,"35,285,301","752,326",13.624,0.29,38.429667,−121.4452131,65952.0,4840.869054609512
95762,"107,711,424","6,228,621",41.588,2.405,38.6836885,−121.0647269,43396.0,1043.4740790612677
95765,"32,432,879","28,653",12.522,0.011,38.8197384,−121.2783211,39992.0,3193.739019325986
95776,"228,442,710","3,042,664",88.202,1.175,38.6986923,−121.6994618,24311.0,275.6286705516882
95811,"5,999,138","311,590",2.316,0.12,38.5937915,−121.4821584,6878.0,2969.775474956822
95814,"3,616,500","94,332",1.396,0.036,38.5805683,−121.4955896,12551.0,8990.687679083096
95815,"19,821,310","435,522",7.653,0.168,38.6056281,−121.4454529,25966.0,3392.9178100091467
95816,"7,066,882","182,673",2.729,0.071,38.5754073,−121.4648034,16913.0,6197.508244778307
95817,"5,866,064",0,2.265,0.0,38.5506045,−121.4570265,13966.0,6166.004415011037
95818,"9,995,674","423,471",3.859,0.164,38.5544871,−121.4970584,21437.0,5555.066079295154
95819,"9,339,955","221,507",3.606,0.086,38.5668619,−121.4375632,20379.0,5651.414309484193
95820,"13,642,312",0,5.267,0.0,38.5349099,−121.4442024,35145.0,6672.678944370609
95821,"18,290,163","192,933",7.062,0.074,38.625693,−121.3849162,36434.0,5159.16171056358
95822,"21,749,564","251,925",8.398,0.097,38.5128441,−121.4942151,45123.0,5373.065015479876
95823,"29,730,177",0,11.479,0.0,38.4747263,−121.4426355,80842.0,7042.5995295757475
95824,"10,328,499",0,3.988,0.0,38.5174351,−121.4414397,30213.0,7575.977933801404
95825,"12,057,925","166,080",4.656,0.064,38.5918966,−121.4084670,37268.0,8004.295532646049
95826,"27,292,695","576,417",10.538,0.223,38.5438485,−121.3782842,39210.0,3720.819889922186
95827,"23,167,822","386,803",8.945,0.149,38.5483596,−121.3274972,21325.0,2384.0134153158187
95828,"32,123,489",0,12.403,0.0,38.489426,−121.3959687,59139.0,4768.120615980005
95829,"52,597,913","11,789",20.308,0.005,38.489546,−121.3234520,29014.0,1428.6980500295451
95830,"33,702,206","172,211",13.012,0.066,38.4905076,−121.2841712,670.0,51.49093144789425
95831,"18,117,261","1,385,071",6.995,0.535,38.4957873,−121.5302555,43141.0,6167.405289492494
95832,"21,541,683","1,439,050",8.317,0.556,38.4474133,−121.4961382,12695.0,1526.3917277864614
95833,"20,955,184","1,216,653",8.091,0.47,38.6190485,−121.5175516,40380.0,4990.730441230998
95834,"25,806,715","652,286",9.964,0.252,38.6352119,−121.5186075,31077.0,3118.928141308711
95835,"22,997,563","207,638",8.879,0.08,38.668491,−121.5256020,39444.0,4442.392161279424
95837,"37,236,548","1,033,060",14.377,0.399,38.693765,−121.5989406,265.0,18.432218126173748
95838,"23,841,054","48,714",9.205,0.019,38.6457235,−121.4452544,40068.0,4352.851711026616
95841,"10,095,116",0,3.898,0.0,38.6602725,−121.3481643,20063.0,5146.998460749102
95842,"10,286,755",0,3.972,0.0,38.6870376,−121.3488651,33287.0,8380.41289023162
95843,"16,878,643",0,6.517,0.0,38.7153295,−121.3636749,47928.0,7354.304127666103
95864,"16,264,854","598,479",6.28,0.231,38.5840466,−121.3758456,25001.0,3981.0509554140126
95901,"518,511,897","4,184,131",200.199,1.616,39.2239387,−121.4940499,35181.0,175.73014850224027
95903,"52,945,675","155,575",20.442,0.06,39.1212957,−121.3710981,1601.0,78.31914685451521
95910,"85,275,255","2,836",32.925,0.001,39.4628829,−120.8297834,157.0,4.768413059984814
95912,"394,738,985","357,565",152.41,0.138,39.0003991,−122.0742344,5112.0,33.54110622662555
95914,"56,692,520",0,21.889,0.0,39.4075858,−121.3787717,660.0,30.1521312074558
95915,"93,776,791","653,684",36.207,0.252,39.9913677,−121.2307315,0.0,0.0
95916,"219,304,783","526,427",84.674,0.203,39.6514148,−121.3816345,1206.0,14.24286085457165
95917,"209,018,865","884,323",80.703,0.341,39.4358591,−121.7636255,3881.0,48.08990991660781
95918,"144,230,205","3,437,499",55.688,1.327,39.3012294,−121.3379292,2613.0,46.92213762390461
95919,"69,379,617",0,26.788,0.0,39.4344381,−121.2655554,1306.0,48.753173062565324
95920,"178,912,998","616,634",69.079,0.238,39.4497945,−121.9363724,304.0,4.400758551803008
95922,"134,371,009","11,065,874",51.881,4.273,39.4667301,−121.0718654,512.0,9.868738073668588
95923,"26,313,338",0,10.16,0.0,40.1838039,−121.1366879,27.0,2.65748031496063
95925,"91,374,023","5,353,034",35.28,2.067,39.4841083,−121.1926490,261.0,7.3979591836734695
95926,"20,145,762",0,7.778,0.0,39.7457721,−121.8439228,41390.0,5321.419388017485
95928,"376,561,485","6,034,014",145.391,2.33,39.6814875,−121.8372104,38655.0,265.8692766402322
95930,"19,446,127","189,532",7.508,0.073,39.5487154,−121.1598784,115.0,15.316995205114544
95932,"369,348,280","4,996,100",142.606,1.929,39.2469344,−122.0121774,7573.0,53.104357460415414
95934,"55,793,786","1,618,418",21.542,0.625,40.0600999,−120.9079574,80.0,3.7136756104354283
95935,"66,849,308","242,347",25.811,0.094,39.3793437,−121.1922610,113.0,4.377978381310294
95936,"113,778,810","108,862",43.93,0.042,39.5807559,−120.7743459,99.0,2.253585249260187
95937,"137,799,831",0,53.205,0.0,38.8840651,−121.9984849,1542.0,28.9822385114181
95938,"176,505,427","94,302",68.149,0.036,39.6047133,−121.7952880,4202.0,61.65901187104726
95939,"665,737,146","7,662,660",257.043,2.959,39.5616852,−122.6116979,592.0,2.3031165991682325
95941,"91,774,026","39,163",35.434,0.015,39.5169477,−121.2738734,848.0,23.931816899023538
95942,"179,102,537","42,014",69.152,0.016,39.9159943,−121.6670307,1605.0,23.209740860712632
95943,"164,690,157","5,502,401",63.587,2.124,39.5752141,−122.0345358,731.0,11.496060515514177
95944,"24,362,355","24,315",9.406,0.009,39.5401605,−120.8514485,80.0,8.505209440782478
95945,"158,360,160","2,287,516",61.143,0.883,39.1932672,−120.9801220,26281.0,429.8284349802921
95946,"115,826,103","2,237,095",44.721,0.864,39.2091585,−121.2138243,8335.0,186.37776436126205
95947,"221,222,939",0,85.415,0.0,40.1593987,−120.8440845,1676.0,19.62184627992741
95948,"195,714,976","668,658",75.566,0.258,39.3392635,−121.7707851,12122.0,160.41606013286398
95949,"354,667,267","502,811",136.938,0.194,39.10267,−121.1338515,20763.0,151.6233623975814
95950,"136,899,949","222,612",52.857,0.086,39.0434473,−121.9180988,494.0,9.345971205327583
95951,"50,683,672","2,550,930",19.569,0.985,39.7225122,−122.0044327,2603.0,133.01650569778732
95953,"300,846,523","700,259",116.157,0.27,39.2597377,−121.7763297,11073.0,95.32787520338852
95954,"328,490,412","3,646,689",126.831,1.408,39.854189,−121.5778661,12221.0,96.35656897761588
95955,"339,115,368","134,332",130.933,0.052,39.2945158,−122.2017152,1513.0,11.555528400021386
95956,"153,346,000","7,049,213",59.207,2.722,39.8841403,−121.1159452,399.0,6.739068015606263
95957,"240,870,393","1,782,484",93.001,0.688,39.0522848,−121.8251768,723.0,7.774109955806926
95959,"807,812,262","7,808,681",311.898,3.015,39.351529,−120.8705493,17838.0,57.191774233884146
95960,"107,746,051","353,395",41.601,0.136,39.4414426,−121.0166256,592.0,14.230427153193434
95961,"118,744,693","1,794,010",45.848,0.693,39.0413331,−121.5628346,28929.0,630.97626941197
95962,"98,291,152","2,016,247",37.95,0.778,39.3234046,−121.2725490,1053.0,27.747035573122528
95963,"842,644,979","22,001,508",325.347,8.495,39.7478323,−122.3033595,15904.0,48.883192406876354
95965,"806,577,111","59,510,601",311.421,22.977,39.5939448,−121.5813626,20681.0,66.40849525240752
95966,"440,716,932","25,759,682",170.162,9.946,39.4753693,−121.4141332,29444.0,173.03510772087773
95968,"4,657,660",0,1.798,0.0,39.4351775,−121.5517794,1172.0,651.8353726362625
95969,"131,309,459","827,762",50.699,0.32,39.7207419,−121.6386630,19112.0,376.96995995976255
95970,"83,143,884","1,552,606",32.102,0.599,39.4102691,−122.0520303,533.0,16.60332689552053
95971,"390,677,746","862,981",150.842,0.333,39.9292284,−120.9244308,5948.0,39.43198843823338
95973,"777,243,563","5,146,875",300.095,1.987,39.8765263,−121.8596424,36223.0,120.70511004848464
95974,"1,079,534",0,0.417,0.0,39.4972966,−121.7556978,0.0,0.0
95975,"24,445,663",0,9.439,0.0,39.2243254,−121.1536959,1736.0,183.91778790126074
95977,"97,540,690","978,540",37.661,0.378,39.1765945,−121.2916922,1586.0,42.112530203658956
95978,"96,261",0,0.037,0.0,39.908439,−121.5296158,153.0,4135.135135135135
95979,"606,594,317","7,045,352",234.207,2.72,39.2903018,−122.4755189,397.0,1.6950817012301085
95981,"137,498,090","371,635",53.088,0.143,39.652827,−121.0399442,35.0,0.6592827004219409
95982,"110,267,838","105,614",42.575,0.041,39.1732309,−121.8056730,3097.0,72.74221961244862
95983,"221,001,665",0,85.329,0.0,40.0582609,−120.7389324,306.0,3.5861196076363258
95984,"195,720,169","457,217",75.568,0.177,39.9827783,−121.1276225,303.0,4.009633707389371
95986,"28,186,667",0,10.883,0.0,39.3615157,−120.7651924,123.0,11.302030690067078
95987,"820,961,803","135,916",316.975,0.052,39.1036114,−122.2470030,6040.0,19.05513053079896
95988,"851,142,823","2,160,687",328.628,0.834,39.4971914,−122.2875675,8460.0,25.743393746120233
95991,"106,499,619","2,975,264",41.12,1.149,39.0155026,−121.6112017,40749.0,990.9776264591441
95993,"218,288,633","96,625",84.282,0.037,39.0824967,−121.6801142,37713.0,447.46209154979715
96001,"187,777,496","3,752,546",72.501,1.449,40.577176,−122.4547147,34008.0,469.0693921463152
96002,"79,102,307","1,852,272",30.542,0.715,40.5277686,−122.3186448,33943.0,1111.35485560867
96003,"287,879,532","17,009,245",111.151,6.567,40.6672785,−122.3195378,44171.0,397.39633471583704
96006,"522,708,337","1,285,012",201.819,0.496,41.133532,−120.8425657,615.0,3.0472849434394185
96007,"317,262,846","4,894,209",122.496,1.89,40.4568005,−122.3082026,23670.0,193.23079937304075
96008,"160,092,236","5,289,777",61.812,2.042,40.7226411,−122.1097838,1343.0,21.727172717271728
96009,"525,616,598","5,526,612",202.942,2.134,41.0560401,−121.0208017,291.0,1.4339072247243054
96010,"994,154,001","8,361",383.845,0.003,40.9502798,−123.2351549,96.0,0.25010095220727113
96011,"300,463,519","1,123,916",116.01,0.434,41.055897,−121.8918888,260.0,2.241186104646151
96013,"397,326,512","7,014,935",153.409,2.708,40.9736566,−121.6923992,4883.0,31.82994478811543
96014,"400,738,579","1,444,059",154.726,0.558,41.3881347,−122.7808581,160.0,1.0340860618124943
96015,"606,454,435","23,094,833",234.153,8.917,41.5117804,−120.8776604,334.0,1.426417769578011
96016,"110,562,129","1,331,121",42.688,0.514,40.8942081,−121.5088345,366.0,8.57383808095952
96017,"241,916,540","498,788",93.405,0.193,41.10596,−122.3125167,202.0,2.162625127134522
96019,"50,035,465","3,333,134",19.319,1.287,40.6873543,−122.3994497,10216.0,528.8058388115327
96020,"145,831,877","1,270,307",56.306,0.49,40.3067873,−121.2618742,2417.0,42.92615351827514
96021,"646,459,234","6,027,751",249.599,2.327,39.9234789,−122.2704539,14970.0,59.976201827731686
96022,"643,808,117","1,490,837",248.576,0.576,40.3363078,−122.4479773,14624.0,58.83110195674563
96023,"555,691,979","36,684,536",214.554,14.164,41.9090762,−121.9768456,1188.0,5.537067591375598
96024,"271,005,793","32,384",104.636,0.013,40.5470452,−122.8811851,825.0,7.884475706257885
96025,"268,053,945","886,506",103.496,0.342,41.2001359,−122.3190450,2232.0,21.56605086186906
96027,"1,085,692,435","4,186,081",419.188,1.616,41.3898765,−123.2310742,2273.0,5.422388045459317
96028,"435,598,381","8,954,034",168.185,3.457,41.0074472,−121.4574627,1000.0,5.945833457204864
96029,"63,141,302","132,179",24.379,0.051,39.9392965,−122.4891914,190.0,7.793592846302145
96031,"815,664,733","1,770,717",314.93,0.684,41.1756244,−123.1981763,96.0,0.30482964468294543
96032,"1,345,877,368","3,556,016",519.646,1.373,41.5851319,−122.9796311,2732.0,5.257425247187509
96033,"374,894,939","222,274",144.748,0.086,40.740573,−122.5925628,484.0,3.343742227871888
96034,"290,090,295","1,222,722",112.004,0.472,41.444019,−122.6049604,328.0,2.928466840469983
96035,"110,165,226","1,282,462",42.535,0.495,40.0415598,−122.1850315,3341.0,78.54707887621959
96037,"7,102,131","621,477",2.742,0.24,41.5449224,−122.9209638,188.0,68.56309263311452
96038,"47,325,263","62,838",18.272,0.024,41.6071001,−122.5457146,717.0,39.24036777583188
96039,"684,171,615","3,516,545",264.16,1.358,41.6689277,−123.3764165,896.0,3.3918837068443364
96040,"133,401,606","184,247",51.507,0.071,40.7898058,−121.4745149,68.0,1.3202089036441649
96041,"869,050,076","58,222",335.542,0.022,40.513498,−123.1960457,2871.0,8.556305916993999
96044,"571,384,717","5,278,879",220.613,2.038,41.9330279,−122.6749668,1125.0,5.099427504272187
96046,"365,624,037","40,933",141.168,0.016,40.6103652,−123.4289014,124.0,0.878386036495523
96047,"643,055,160","917,523",248.285,0.354,40.4792261,−122.6924678,939.0,3.781944136778299
96048,"402,525,037","665,320",155.416,0.257,40.8303591,−123.0234888,795.0,5.115303443660885
96050,"669,933,796","2,062,823",258.663,0.796,41.8534715,−122.9510152,414.0,1.6005381519583395
96051,"889,485,482","91,738,528",343.432,35.42,40.9163278,−122.3108220,1193.0,3.4737589974143352
96052,"287,929,970","2,795,295",111.17,1.079,40.6826801,−122.7864540,1724.0,15.507780876135648
96054,"305,058,217","4,520,598",117.784,1.745,41.2610567,−121.1185510,265.0,2.249881138354955
96055,"246,609,159","3,524,555",95.216,1.361,40.099121,−121.9983747,4194.0,44.047218954797515
96056,"559,646,523","8,653,680",216.081,3.341,41.0671514,−121.3177457,1730.0,8.006256912916916
96057,"275,928,135","560,056",106.536,0.216,41.2718586,−121.9196954,1089.0,10.22189682360892
96058,"944,536,878","3,542,291",364.688,1.368,41.7270482,−121.9073692,507.0,1.3902294564120563
96059,"164,550,742","198,788",63.533,0.077,40.4337473,−121.8294212,478.0,7.523649127225221
96061,"88,231,924","8,512",34.067,0.003,40.347865,−121.4877788,0.0,0.0
96062,"173,847,490","649,282",67.123,0.251,40.5555971,−122.0912653,1217.0,18.13089403036217
96063,"33,575,349","117,777",12.964,0.045,40.370374,−121.6061941,250.0,19.284171551990127
96064,"1,261,350,460","9,271,846",487.01,3.58,41.7547029,−122.3656211,4368.0,8.969015009958728
96065,"355,125,922","4,351,717",137.115,1.68,40.8901666,−121.9567855,286.0,2.085840352988367
96067,"197,814,029","1,956,086",76.376,0.755,41.3168883,−122.3174473,7050.0,92.30648371216088
96068,"74,208,516","345,193",28.652,0.133,41.1029919,−121.1983405,200.0,6.980315510261064
96069,"240,518,305","325,754",92.865,0.126,40.6853355,−122.0160690,1167.0,12.566628977548055
96071,"66,781,004","202,325",25.784,0.078,40.694474,−121.4572689,21.0,0.8144585789636984
96073,"117,135,560","962,954",45.226,0.372,40.5986009,−122.1949297,4538.0,100.34051209481272
96074,"234,888,717","557,109",90.691,0.215,39.8620606,−122.5909659,109.0,1.201883318080074
96075,"234,883,719","344,799",90.689,0.133,40.3623281,−121.8763871,353.0,3.8924235574325445
96076,"573,345,315","65,312",221.37,0.025,40.3915424,−122.9378830,201.0,0.9079821113972083
96080,"1,677,133,760","9,567,522",647.545,3.694,40.1653798,−122.4417183,31009.0,47.88701943494275
96084,"140,545,075","120,974",54.265,0.047,40.7958338,−121.8686943,514.0,9.47203538192205
96085,"143,231,299","206,247",55.302,0.08,41.7408179,−123.0773307,66.0,1.1934468916133232
96086,"526,121,262","2,009,315",203.137,0.776,41.924212,−123.2608091,239.0,1.176545877905059
96087,"110,639,920","12,670,554",42.718,4.892,40.6331342,−122.5870703,699.0,16.363125614495058
96088,"448,109,962","758,744",173.016,0.293,40.5108701,−121.8761124,5022.0,29.02621722846442
96090,"7,920,842","407,251",3.058,0.157,40.0073509,−122.1193386,503.0,164.4865925441465
96091,"1,101,924,204","2,742,551",425.455,1.059,41.0438733,−122.8007908,678.0,1.5935880410384178
96092,"172,293,481","100,136",66.523,0.039,39.9705793,−121.9703038,320.0,4.81036633946154
96093,"257,964,090","79,985",99.6,0.031,40.7654778,−122.9414279,3469.0,34.829317269076306
96094,"519,116,760","11,109,461",200.432,4.289,41.5149223,−122.3509426,7104.0,35.443442164923766
96096,"268,335,930","411,294",103.605,0.159,40.6363106,−121.8763987,718.0,6.930167462960282
96097,"470,648,125","1,250,860",181.718,0.483,41.756147,−122.6594663,9468.0,52.10270859243443
96101,"1,545,097,038","28,557,181",596.565,11.026,41.4562516,−120.5113063,5152.0,8.63610838718329
96103,"251,946,624","965,105",97.277,0.373,39.7801562,−120.6707547,1343.0,13.805935627126658
96104,"616,682,390","1,921,259",238.102,0.742,41.4601826,−120.1298646,920.0,3.863890265516459
96105,"658,112,922","300,977",254.099,0.116,39.6886446,−120.1439959,351.0,1.3813513630514092
96106,"57,135,074",0,22.06,0.0,39.7354816,−120.5438620,465.0,21.078875793291026
96107,"247,946,750","67,209",95.733,0.026,38.4082772,−119.5480747,1057.0,11.041124795002768
96108,"485,394,040","8,857,647",187.412,3.42,41.78719,−120.4017666,158.0,0.8430623439267496
96109,"554,339,317","4,980,485",214.032,1.923,39.9941784,−120.1017083,914.0,4.270389474471107
96110,"305,476,121","467,006",117.945,0.18,41.2419175,−120.1246288,87.0,0.7376319470939845
96111,"12,361,098","2,265",4.773,0.001,39.4150125,−120.0171316,111.0,23.255813953488374
96112,"330,465,060","5,201,932",127.593,2.008,41.892497,−120.1719442,210.0,1.6458583151113304
96113,"56,599,126","71,651",21.853,0.028,40.1880762,−120.1456838,1916.0,87.67674918775454
96114,"169,765,274","5,402,390",65.547,2.086,40.2926047,−120.4886136,3129.0,47.736738523502225
96115,"289,952,170","117,659,277",111.951,45.429,41.691471,−120.0793214,167.0,1.4917240578467366
96116,"457,036,459","6,030,239",176.463,2.328,41.2572907,−120.4460066,149.0,0.8443696412279061
96117,"840,016,448","3,028,236",324.332,1.169,40.5334617,−120.2353561,304.0,0.9373111503027762
96118,"442,141,698","760,841",170.712,0.294,39.6395971,−120.2471441,1671.0,9.78841557711233
96119,"345,096,296","4,563,963",133.242,1.762,41.0404206,−120.5535549,11.0,0.08255655123759777
96120,"586,553,828","1,453,347",226.47,0.561,38.7424445,−119.8693817,927.0,4.093257385084117
96121,"85,993,727","32,420",33.202,0.013,40.1643933,−120.3800422,298.0,8.97536292994398
96122,"165,840,959","29,801",64.032,0.012,39.8207379,−120.4762699,3594.0,56.12818590704648
96123,"870,829,097","5,278,204",336.229,2.038,40.8457377,−120.3222189,45.0,0.13383735489800108
96124,"137,550,222","165,992",53.108,0.064,39.638793,−120.4679416,367.0,6.910446637041501
96125,"240,265,290","593,825",92.767,0.229,39.6135591,−120.6023782,84.0,0.9054944107279529
96126,"74,397,281","60,186",28.725,0.023,39.5497256,−120.4035792,166.0,5.77893820713664
