ZIP Code,Population Under 18 years,Total Population,Percent Population Under 18 years,Female Population Under 18 years,Male Population Under 18 years,Population Density per sq mile
95918,226,1807,12.5,139,87,46.92213762390461
95919,237,1183,20.0,174,63,48.75317306256533
95920,27,164,16.5,5,22,4.400758551803008
95922,86,593,14.5,48,38,9.868738073668588
95923,0,43,0.0,0,0,2.65748031496063
95925,48,188,25.5,48,0,7.397959183673469
95926,7415,42362,17.5,3722,3693,5321.419388017485
95928,5989,38412,15.6,2956,3033,265.8692766402322
95929,0,0,,0,0,
95930,183,417,43.9,66,117,15.316995205114544
95932,2086,7789,26.8,1041,1045,53.104357460415414
95934,0,33,0.0,0,0,3.713675610435428
95935,43,465,9.2,0,43,4.377978381310294
95936,0,121,0.0,0,0,2.253585249260187
95937,218,1145,19.0,128,90,28.9822385114181
95938,957,4451,21.5,600,357,61.65901187104726
95939,37,376,9.8,15,22,2.3031165991682325
95941,85,396,21.5,2,83,23.931816899023534
95942,391,1786,21.9,101,290,23.209740860712632
95943,139,670,20.7,74,65,11.496060515514175
95944,0,65,0.0,0,0,8.505209440782478
95945,5055,27388,18.5,2294,2761,429.8284349802921
95946,1327,9049,14.7,609,718,186.37776436126205
95947,306,1407,21.7,134,172,19.62184627992741
95948,3520,11456,30.7,1813,1707,160.41606013286398
95949,3101,21232,14.6,1569,1532,151.6233623975814
95950,99,442,22.4,35,64,9.345971205327585
95951,599,2522,23.8,328,271,133.01650569778732
95953,3175,11201,28.3,1622,1553,95.32787520338852
95954,2033,10163,20.0,1036,997,96.35656897761588
95955,354,1413,25.1,137,217,11.555528400021386
95956,99,458,21.6,69,30,6.739068015606263
95957,167,752,22.2,100,67,7.774109955806926
95958,0,0,,0,0,
95959,2483,18244,13.6,1092,1391,57.191774233884146
95960,160,594,26.9,66,94,14.230427153193434
95961,9661,32663,29.6,4947,4714,630.97626941197
95962,132,1136,11.6,21,111,27.747035573122528
95963,4389,16485,26.6,2219,2170,48.883192406876354
95965,4927,20835,23.6,2585,2342,66.40849525240752
95966,6423,30108,21.3,3136,3287,173.03510772087773
95968,208,1366,15.2,66,142,651.8353726362625
95969,1048,7564,13.9,369,679,376.96995995976255
95970,135,466,29.0,53,82,16.60332689552053
95971,983,5931,16.6,394,589,39.43198843823338
95972,86,142,60.6,47,39,
95973,8474,38323,22.1,3760,4714,120.70511004848464
95974,0,65,0.0,0,0,0.0
95975,408,1628,25.1,226,182,183.9177879012607
95977,332,1822,18.2,149,183,42.11253020365896
95978,23,98,23.5,12,11,4135.135135135135
95979,35,374,9.4,9,26,1.6950817012301085
95981,0,52,0.0,0,0,0.6592827004219409
95982,729,3084,23.6,400,329,72.74221961244862
95983,10,395,2.5,0,10,3.5861196076363258
95984,0,177,0.0,0,0,4.009633707389371
95986,0,104,0.0,0,0,11.302030690067078
95987,1916,6504,29.5,1016,900,19.05513053079896
95988,2486,8748,28.4,911,1575,25.743393746120233
95991,12091,43978,27.5,5897,6194,990.977626459144
95993,8360,37222,22.5,3603,4757,447.4620915497971
96001,8049,34721,23.2,3472,4577,469.0693921463152
96002,8629,34634,24.9,4231,4398,1111.35485560867
96003,8476,43945,19.3,4290,4186,397.39633471583704
96006,56,587,9.5,40,16,3.0472849434394185
96007,5081,24849,20.4,2549,2532,193.23079937304075
96008,205,1123,18.3,74,131,21.727172717271728
96009,59,247,23.9,31,28,1.4339072247243054
96010,0,28,0.0,0,0,0.2501009522072711
96011,70,232,30.2,29,41,2.241186104646151
96013,1177,4212,27.9,628,549,31.82994478811543
96014,40,173,23.1,29,11,1.0340860618124943
96015,6,560,1.1,3,3,1.426417769578011
96016,57,319,17.9,0,57,8.57383808095952
96017,10,143,7.0,5,5,2.162625127134522
96019,2433,10466,23.2,1198,1235,528.8058388115327
96020,362,2593,14.0,107,255,42.92615351827514
96021,3780,15746,24.0,2154,1626,59.976201827731686
96022,2887,14751,19.6,1604,1283,58.83110195674563
96023,279,1189,23.5,117,162,5.537067591375598
96024,315,1105,28.5,113,202,7.884475706257885
96025,451,2247,20.1,251,200,21.56605086186906
96027,345,1907,18.1,167,178,5.422388045459317
96028,395,1805,21.9,190,205,5.945833457204864
96029,42,120,35.0,20,22,7.793592846302145
96031,3,66,4.5,3,0,0.3048296446829454
96032,587,2606,22.5,269,318,5.257425247187509
96033,60,321,18.7,20,40,3.343742227871888
96034,54,345,15.7,21,33,2.928466840469983
96035,1219,4097,29.8,310,909,78.54707887621959
96037,0,131,0.0,0,0,68.56309263311452
96038,87,499,17.4,31,56,39.24036777583188
96039,112,726,15.4,57,55,3.3918837068443364
96040,0,71,0.0,0,0,1.3202089036441649
96041,389,3511,11.1,65,324,8.556305916993999
96044,309,1215,25.4,182,127,5.099427504272187
96046,0,328,0.0,0,0,0.878386036495523
96047,66,843,7.8,35,31,3.781944136778299
96048,143,1283,11.1,70,73,5.115303443660885
96050,9,400,2.3,3,6,1.6005381519583397
96051,59,1067,5.5,45,14,3.4737589974143352
96052,611,2538,24.1,359,252,15.507780876135648
96054,40,269,14.9,9,31,2.249881138354955
96055,918,3760,24.4,371,547,44.047218954797515
96056,267,1318,20.3,126,141,8.006256912916916
96057,148,1158,12.8,33,115,10.22189682360892
96058,190,809,23.5,94,96,1.3902294564120563
96059,52,323,16.1,0,52,7.523649127225221
96061,0,0,,0,0,0.0
96062,95,1002,9.5,47,48,18.13089403036217
96063,0,77,0.0,0,0,19.284171551990127
96064,1011,4690,21.6,443,568,8.969015009958728
96065,29,364,8.0,17,12,2.085840352988367
96067,1226,7321,16.7,813,413,92.30648371216088
96068,23,125,18.4,15,8,6.980315510261064
96069,330,1390,23.7,141,189,12.566628977548056
96071,0,7,0.0,0,0,0.8144585789636984
96073,1611,5648,28.5,825,786,100.34051209481272
96074,29,183,15.8,6,23,1.201883318080074
96075,0,341,0.0,0,0,3.892423557432545
96076,0,152,0.0,0,0,0.9079821113972084
96078,37,135,27.4,37,0,
96080,7782,31190,25.0,3818,3964,47.88701943494275
96084,99,664,14.9,61,38,9.47203538192205
96085,9,38,23.7,9,0,1.1934468916133232
96086,42,268,15.7,21,21,1.176545877905059
96087,106,824,12.9,31,75,16.363125614495058
96088,488,4703,10.4,295,193,29.02621722846442
96090,79,421,18.8,30,49,164.4865925441465
96091,41,693,5.9,21,20,1.5935880410384178
96092,83,402,20.6,51,32,4.81036633946154
96093,696,3959,17.6,463,233,34.829317269076306
96094,1222,6985,17.5,556,666,35.443442164923766
96096,78,784,9.9,47,31,6.930167462960282
96097,2494,10154,24.6,1013,1481,52.10270859243443
96101,927,4824,19.2,498,429,8.63610838718329
96103,214,1340,16.0,133,81,13.805935627126658
96104,240,962,24.9,145,95,3.863890265516459
96105,103,429,24.0,69,34,1.3813513630514092
96106,155,465,33.3,92,63,21.078875793291022
96107,157,868,18.1,103,54,11.041124795002768
96108,51,149,34.2,26,25,0.8430623439267496
96109,216,1297,16.7,47,169,4.270389474471107
96110,0,37,0.0,0,0,0.7376319470939845
96111,0,23,0.0,0,0,23.255813953488374
96112,29,172,16.9,15,14,1.6458583151113304
96113,163,2164,7.5,77,86,87.67674918775454
96114,401,2927,13.7,213,188,47.736738523502225
96115,17,122,13.9,12,5,1.4917240578467366
96116,0,19,0.0,0,0,0.8443696412279061
96117,127,288,44.1,83,44,0.9373111503027762
96118,233,1581,14.7,72,161,9.78841557711233
96119,15,31,48.4,15,0,0.0825565512375977
96120,245,1209,20.3,103,142,4.093257385084117
96121,0,145,0.0,0,0,8.97536292994398
96122,777,4121,18.9,364,413,56.12818590704648
96123,17,62,27.4,0,17,0.133837354898001
96124,122,320,38.1,77,45,6.910446637041501
96125,0,234,0.0,0,0,0.9054944107279528
96126,41,227,18.1,41,0,5.77893820713664
96128,225,600,37.5,78,147,36.36443973135383
96129,217,640,33.9,0,217,2.5948052171964036
96130,3690,21460,17.2,1871,1819,39.72721671427771
96132,0,17,0.0,0,0,0.4421916327516603
96133,0,188,0.0,0,0,10.421455938697315
96134,535,2236,23.9,300,235,6.2953569088128924
96135,0,106,0.0,0,0,8.039970137253777
96136,16,40,40.0,16,0,0.1657332661192865
96137,455,2949,15.4,216,239,21.633786967682948
96140,190,1219,15.6,160,30,130.02706883217326
96141,67,592,11.3,41,26,16.039631400263286
96142,119,946,12.6,61,58,58.42612285750031
96143,675,3130,21.6,405,270,363.6363636363637
96145,597,3081,19.4,346,251,150.42348955392433
96146,97,1147,8.5,40,57,27.109253258799377
96148,69,630,11.0,26,43,325.03590234561995
96150,4779,29457,16.2,2537,2242,186.12219382595745
96155,0,0,,0,0,0.0
96161,4062,19146,21.2,2106,1956,71.51179171648099
97635,123,345,35.7,107,16,3.144533496951336
