"Geographic Area Name (NAME)","Area (Land, in square meters) (AREALAND)","Area (Water, in square meters) (AREAWATR)","Area (Land, in square miles) (AREALAND_SQMI)","Area (Water, in square miles) (AREAWATR_SQMI)","Internal Point (Latitude) (INTPTLAT)","Internal Point (Longitude) (INTPTLON)"
"ZCTA5 93928","99,451,886","99,050","38.399","0.038","36.0827387","−121.4707866"
"ZCTA5 93930","889,020,917","15,566,128","343.253","6.010","36.1997980","−121.0823084"
"ZCTA5 93932","196,522,377","113,055","75.878","0.044","35.9897549","−121.0643592"
"ZCTA5 93933","27,651,943","101,129","10.676","0.039","36.6769665","−121.7814506"
"ZCTA5 93940","91,017,974","28,432,213","35.142","10.978","36.5622513","−121.8056041"
"ZCTA5 93943","525,893","45,110","0.203","0.017","36.5976485","−121.8733103"
"ZCTA5 93944","872,776","0","0.337","0.000","36.6006521","−121.9185346"
"ZCTA5 93950","7,272,434","15,197","2.808","0.006","36.6191012","−121.9254390"
"ZCTA5 93953","20,975,348","147,280","8.099","0.057","36.5874412","−121.9448163"
"ZCTA5 93954","154,562,828","88,493","59.677","0.034","36.1729751","−120.9026824"
"ZCTA5 93955","68,120,347","1,637,340","26.301","0.632","36.6147893","−121.7880224"
"ZCTA5 93960","450,991,826","12,529,599","174.129","4.838","36.4056248","−121.3230545"
"ZCTA5 93962","316,377","0","0.122","0.000","36.6247156","−121.6464870"
"ZCTA5 94002","14,567,026","23,653","5.624","0.009","37.5134466","−122.2968238"
"ZCTA5 94005","11,862,529","447,653","4.580","0.173","37.6888257","−122.4089346"
"ZCTA5 94010","39,161,638","2,265,357","15.120","0.875","37.5719177","−122.3750285"
"ZCTA5 94014","16,553,486","0","6.391","0.000","37.6906862","−122.4477376"
"ZCTA5 94015","14,647,828","0","5.656","0.000","37.6813130","−122.4808519"
"ZCTA5 94018","1,499,652","0","0.579","0.000","37.5059971","−122.4733175"
"ZCTA5 94019","154,694,460","1,431,491","59.728","0.553","37.4556657","−122.4079659"
"ZCTA5 94020","108,702,949","57,096","41.970","0.022","37.2689766","−122.2215450"
"ZCTA5 94021","28,398,312","0","10.965","0.000","37.2503449","−122.2496358"
"ZCTA5 94022","45,814,093","0","17.689","0.000","37.3553597","−122.1449354"
"ZCTA5 94024","21,426,739","0","8.273","0.000","37.3503883","−122.0986856"
"ZCTA5 94025","21,666,154","3,133","8.365","0.001","37.4512520","−122.1823426"
"ZCTA5 94027","13,019,332","82,320","5.027","0.032","37.4570721","−122.2010583"
"ZCTA5 94028","44,861,208","228,146","17.321","0.088","37.3748829","−122.2126745"
"ZCTA5 94030","8,739,453","0","3.374","0.000","37.5997105","−122.4033001"
"ZCTA5 94037","14,250,512","0","5.502","0.000","37.5533007","−122.4958343"
"ZCTA5 94038","15,378,223","6,259","5.938","0.002","37.5357201","−122.4736760"
"ZCTA5 94040","9,479,333","0","3.660","0.000","37.3802721","−122.0852214"
"ZCTA5 94041","4,120,738","0","1.591","0.000","37.3882390","−122.0753507"
"ZCTA5 94043","21,906,343","0","8.458","0.000","37.4119135","−122.0689193"
"ZCTA5 94044","39,076,994","23,854","15.088","0.009","37.6065981","−122.4772305"
"ZCTA5 94060","190,239,816","866,820","73.452","0.335","37.2471373","−122.2734930"
"ZCTA5 94061","10,000,098","4,125","3.861","0.002","37.4611469","−122.2369482"
"ZCTA5 94062","167,478,779","2,594,236","64.664","1.002","37.4225313","−122.2858204"
"ZCTA5 94063","16,839,936","1,706,917","6.502","0.659","37.4933060","−122.1956057"
"ZCTA5 94065","5,940,452","2,055,520","2.294","0.794","37.5334175","−122.2495576"
"ZCTA5 94066","15,695,996","0","6.060","0.000","37.6253890","−122.4323558"
"ZCTA5 94070","15,853,891","2,037","6.121","0.001","37.4964691","−122.2725564"
"ZCTA5 94074","59,889,346","66,452","23.123","0.026","37.3317145","−122.3414658"
"ZCTA5 94080","26,361,952","3,291,438","10.178","1.271","37.6551745","−122.4183842"
"ZCTA5 94085","9,097,788","0","3.513","0.000","37.3886171","−122.0179326"
"ZCTA5 94086","11,309,684","0","4.367","0.000","37.3716335","−122.0232017"
"ZCTA5 94087","17,070,566","0","6.591","0.000","37.3516149","−122.0366796"
"ZCTA5 94089","15,760,034","9,341","6.085","0.004","37.4124017","−122.0156049"
"ZCTA5 94102","1,713,282","0","0.662","0.000","37.7795621","−122.4192928"
"ZCTA5 94103","3,558,325","0","1.374","0.000","37.7729833","−122.4113430"
"ZCTA5 94104","200,857","0","0.078","0.000","37.7914115","−122.4021291"
"ZCTA5 94105","1,277,049","1,476,309","0.493","0.570","37.7915753","−122.3937328"
"ZCTA5 94107","4,728,659","732,570","1.826","0.283","37.7585472","−122.3995401"
"ZCTA5 94108","668,152","0","0.258","0.000","37.7918858","−122.4085167"
"ZCTA5 94109","2,793,343","295,796","1.079","0.114","37.7944848","−122.4222696"
"ZCTA5 94110","6,189,673","12,207","2.390","0.005","37.7500215","−122.4152015"
"ZCTA5 94111","856,532","1,113","0.331","0.000","37.7983589","−122.3992013"
"ZCTA5 94112","8,638,633","0","3.335","0.000","37.7205458","−122.4431663"
"ZCTA5 94114","3,586,233","0","1.385","0.000","37.7582080","−122.4355562"
"ZCTA5 94115","2,943,198","0","1.136","0.000","37.7860292","−122.4373655"
"ZCTA5 94116","6,542,534","97,204","2.526","0.038","37.7453994","−122.4860655"
"ZCTA5 94117","3,301,059","0","1.275","0.000","37.7700509","−122.4442803"
"ZCTA5 94118","5,193,603","2,120","2.005","0.001","37.7801459","−122.4615303"
"ZCTA5 94121","6,564,527","35,943","2.535","0.014","37.7785907","−122.4959119"
"ZCTA5 94122","8,436,145","84,019","3.257","0.032","37.7604592","−122.4838940"
"ZCTA5 94123","2,778,070","788,333","1.073","0.304","37.8020446","−122.4339686"
"ZCTA5 94124","12,081,616","3,656,436","4.665","1.412","37.7289954","−122.3813152"
"ZCTA5 94127","4,830,201","9,359","1.865","0.004","37.7360266","−122.4572070"
"ZCTA5 94128","8,687,482","0","3.354","0.000","37.6219551","−122.3837971"
"ZCTA5 94129","6,108,769","14,697","2.359","0.006","37.7973402","−122.4644664"
"ZCTA5 94130","2,281,270","2,394,958","0.881","0.925","37.8196555","−122.3686596"
"ZCTA5 94131","5,237,085","50,540","2.022","0.020","37.7459165","−122.4414731"
"ZCTA5 94132","8,111,777","1,299,131","3.132","0.502","37.7222142","−122.4840831"
"ZCTA5 94133","1,703,119","0","0.658","0.000","37.8019622","−122.4109997"
"ZCTA5 94134","6,627,486","90,877","2.559","0.035","37.7188487","−122.4112970"
"ZCTA5 94158","1,423,669","902,191","0.550","0.348","37.7725343","−122.3883839"
"ZCTA5 94188","225,627","0","0.087","0.000","37.7407097","−122.3809213"
"ZCTA5 94301","6,138,863","0","2.370","0.000","37.4442178","−122.1498549"
"ZCTA5 94303","21,856,998","384,921","8.439","0.149","37.4578826","−122.1150968"
"ZCTA5 94304","12,449,131","0","4.807","0.000","37.3972529","−122.1669792"
"ZCTA5 94305","12,379,044","117,653","4.780","0.045","37.4182561","−122.1708709"
"ZCTA5 94306","10,581,308","0","4.085","0.000","37.4162001","−122.1308577"
"ZCTA5 94401","8,056,553","3,615","3.111","0.001","37.5751719","−122.3198815"
"ZCTA5 94402","13,080,580","0","5.050","0.000","37.5401025","−122.3301030"
"ZCTA5 94403","14,588,593","404,164","5.633","0.156","37.5384494","−122.3054470"
"ZCTA5 94404","11,266,326","1,490,277","4.350","0.575","37.5559985","−122.2676793"
"ZCTA5 94501","20,522,780","7,301,969","7.924","2.819","37.7747116","−122.2780971"
"ZCTA5 94502","6,532,311","1,703","2.522","0.001","37.7394954","−122.2394649"
"ZCTA5 94503","69,974,096","4,160,108","27.017","1.606","38.1879255","−122.2236475"
"ZCTA5 94505","43,179,650","15,006,170","16.672","5.794","37.8712683","−121.5969840"
"ZCTA5 94506","48,317,962","31,771","18.656","0.012","37.8064262","−121.9024245"
"ZCTA5 94507","29,003,158","0","11.198","0.000","37.8542897","−122.0065987"
"ZCTA5 94508","41,473,260","406,835","16.013","0.157","38.5857836","−122.4442019"
"ZCTA5 94509","45,178,606","584,869","17.444","0.226","37.9920035","−121.8125663"
"ZCTA5 94510","75,560,897","2,780,985","29.174","1.074","38.1132046","−122.1197077"
"ZCTA5 94511","13,601,917","1,508,957","5.252","0.583","38.0281297","−121.6298509"
"ZCTA5 94512","57,516,671","91,320","22.207","0.035","38.1311499","−121.8217361"
"ZCTA5 94513","204,238,857","3,873,593","78.857","1.496","37.9248992","−121.6867239"
"ZCTA5 94514","77,729,464","504,391","30.012","0.195","37.8256458","−121.6343527"
"ZCTA5 94515","301,468,053","406,236","116.397","0.157","38.6357177","−122.6150850"
"ZCTA5 94516","9,356,511","0","3.613","0.000","37.8274954","−122.1663001"
"ZCTA5 94517","123,607,238","5,020","47.725","0.002","37.8910774","−121.8930556"
"ZCTA5 94518","14,350,450","0","5.541","0.000","37.9505211","−122.0220781"
"ZCTA5 94519","11,747,865","0","4.536","0.000","37.9888044","−122.0127643"
"ZCTA5 94520","25,568,241","83,710","9.872","0.032","37.9930277","−122.0352507"
"ZCTA5 94521","25,078,321","0","9.683","0.000","37.9529096","−121.9696955"
"ZCTA5 94523","18,662,512","3,158","7.206","0.001","37.9541635","−122.0757723"
"ZCTA5 94525","6,351,658","0","2.452","0.000","38.0480726","−122.2292077"
"ZCTA5 94526","34,111,007","0","13.170","0.000","37.8147341","−121.9845253"
"ZCTA5 94528","2,988,720","0","1.154","0.000","37.8414766","−121.9581536"
"ZCTA5 94530","11,215,508","0","4.330","0.000","37.9207416","−122.3006348"
"ZCTA5 94531","36,331,690","0","14.028","0.000","37.9566481","−121.7777900"
"ZCTA5 94533","58,341,730","351,351","22.526","0.136","38.2807448","−122.0063799"
"ZCTA5 94534","200,735,541","3,356,825","77.504","1.296","38.2419460","−122.1182724"
"ZCTA5 94535","24,870,031","186,948","9.602","0.072","38.2709367","−121.9370172"
"ZCTA5 94536","36,459,300","11,692","14.077","0.005","37.5705083","−121.9812503"
"ZCTA5 94538","42,843,746","253,509","16.542","0.098","37.5013676","−121.9567530"
"ZCTA5 94539","64,943,552","0","25.075","0.000","37.5162924","−121.9118907"
"ZCTA5 94541","19,311,840","61,592","7.456","0.024","37.6737571","−122.0878233"
"ZCTA5 94542","22,406,430","0","8.651","0.000","37.6553201","−122.0258263"
"ZCTA5 94544","28,365,190","0","10.952","0.000","37.6335073","−122.0567723"
"ZCTA5 94545","37,502,645","4,307,855","14.480","1.663","37.6297614","−122.1242376"
"ZCTA5 94546","41,329,606","3,969,840","15.957","1.533","37.7453986","−122.1031272"
"ZCTA5 94547","14,686,209","6,908","5.670","0.003","38.0065856","−122.2571600"
"ZCTA5 94548","5,984,491","220,815","2.311","0.085","37.9742947","−121.6514409"
"ZCTA5 94549","51,399,963","431,202","19.846","0.166","37.9011371","−122.1190811"
"ZCTA5 94550","704,413,954","5,055,331","271.976","1.952","37.5199829","−121.5755948"
"ZCTA5 94551","214,285,828","880,066","82.736","0.340","37.7505118","−121.7492486"
"ZCTA5 94552","134,161,786","54,101","51.800","0.021","37.7057782","−122.0075852"
"ZCTA5 94553","159,631,940","8,464,682","61.634","3.268","37.9782987","−122.1571085"
"ZCTA5 94555","35,885,289","8,136","13.855","0.003","37.5475942","−122.0982196"
"ZCTA5 94556","49,932,049","247,152","19.279","0.095","37.8319712","−122.1059224"
"ZCTA5 94558","1,040,476,310","79,609,485","401.730","30.737","38.3891354","−122.1884120"
"ZCTA5 94559","107,775,315","1,716,630","41.612","0.663","38.2511250","−122.2960891"
"ZCTA5 94560","51,997,358","117,972","20.076","0.046","37.5042533","−122.0319104"
"ZCTA5 94561","44,908,500","1,142,486","17.339","0.441","37.9934851","−121.6912187"
"ZCTA5 94562","720,690","0","0.278","0.000","38.4306507","−122.4088532"
"ZCTA5 94563","53,153,914","76,562","20.523","0.030","37.8738672","−122.2053117"
"ZCTA5 94564","17,688,008","11,462","6.829","0.004","37.9905553","−122.2724989"
"ZCTA5 94565","117,307,736","4,916,888","45.293","1.898","38.0085950","−121.9283149"
"ZCTA5 94566","52,631,419","1,316,596","20.321","0.508","37.6487308","−121.8480239"
"ZCTA5 94567","188,087,744","6,083,646","72.621","2.349","38.6670182","−122.4070119"
"ZCTA5 94568","42,720,489","0","16.494","0.000","37.7159657","−121.9011406"
"ZCTA5 94569","3,330,135","0","1.286","0.000","38.0440915","−122.1919429"
"ZCTA5 94571","282,561,819","34,700,517","109.098","13.398","38.1520707","−121.7597729"
"ZCTA5 94572","23,767,563","0","9.177","0.000","38.0238582","−122.2327881"
"ZCTA5 94573","3,979,207","10,389","1.536","0.004","38.4588640","−122.4288313"
"ZCTA5 94574","321,935,749","5,070,806","124.300","1.958","38.5424475","−122.4199230"
"ZCTA5 94575","416,901","22,901","0.161","0.009","37.8409608","−122.1095020"
"ZCTA5 94576","735,740","0","0.284","0.000","38.5492560","−122.4757997"
"ZCTA5 94577","21,018,149","1,843,213","8.115","0.712","37.7166592","−122.1692742"
"ZCTA5 94578","11,806,793","0","4.559","0.000","37.7067648","−122.1255650"
"ZCTA5 94579","8,100,531","0","3.128","0.000","37.6865005","−122.1572145"
"ZCTA5 94580","8,604,835","0","3.322","0.000","37.6780011","−122.1333673"
"ZCTA5 94582","34,735,230","41,682","13.411","0.016","37.7653469","−121.9154316"
"ZCTA5 94583","55,001,056","51,965","21.236","0.020","37.7716927","−121.9898294"
"ZCTA5 94585","275,032,304","20,893,298","106.191","8.067","38.1918321","−121.9382694"
"ZCTA5 94586","144,330,278","2,825,268","55.726","1.091","37.5671254","−121.8522460"
"ZCTA5 94587","50,844,434","2,902,181","19.631","1.121","37.5900083","−122.0751870"
"ZCTA5 94588","84,795,806","1,026,771","32.740","0.396","37.7926484","−121.8628073"
"ZCTA5 94589","14,671,849","329,661","5.665","0.127","38.1414668","−122.2468701"
"ZCTA5 94590","16,996,901","5,672,850","6.563","2.190","38.0957888","−122.2496894"
"ZCTA5 94591","54,641,326","141,687","21.097","0.055","38.1271913","−122.1968550"
"ZCTA5 94592","20,746,448","693,234","8.010","0.268","38.0909980","−122.2854178"
"ZCTA5 94595","13,515,581","0","5.218","0.000","37.8720872","−122.0689708"
"ZCTA5 94596","15,701,634","0","6.062","0.000","37.8890094","−122.0367782"
"ZCTA5 94597","10,496,734","0","4.053","0.000","37.9176973","−122.0718180"
"ZCTA5 94598","53,389,836","31,195","20.614","0.012","37.9169161","−122.0149174"
"ZCTA5 94599","20,561,377","17,051","7.939","0.007","38.3994834","−122.3802382"
"ZCTA5 94601","8,285,984","245,032","3.199","0.095","37.7757598","−122.2185723"
"ZCTA5 94602","9,421,092","0","3.638","0.000","37.8052351","−122.2042292"
"ZCTA5 94603","6,988,064","0","2.698","0.000","37.7392664","−122.1755480"
"ZCTA5 94605","22,868,769","145,283","8.830","0.056","37.7614085","−122.1501983"
"ZCTA5 94606","6,024,502","603,235","2.326","0.233","37.7913660","−122.2445132"
"ZCTA5 94607","15,341,889","4,899,389","5.924","1.892","37.8088415","−122.3046971"
"ZCTA5 94608","7,126,850","2,087,491","2.752","0.806","37.8368441","−122.2891434"
"ZCTA5 94609","4,313,162","0","1.665","0.000","37.8348158","−122.2641948"
"ZCTA5 94610","5,416,589","0","2.091","0.000","37.8123293","−122.2403771"
"ZCTA5 94611","18,906,610","5,141","7.300","0.002","37.8319168","−122.2157928"
"ZCTA5 94612","2,481,827","602,434","0.958","0.233","37.8077089","−122.2668574"
"ZCTA5 94613","634,710","0","0.245","0.000","37.7807203","−122.1830290"
"ZCTA5 94618","6,274,312","37,495","2.423","0.014","37.8448210","−122.2385523"
"ZCTA5 94619","21,615,279","0","8.346","0.000","37.7926122","−122.1600844"
"ZCTA5 94621","22,050,269","4,656,859","8.514","1.798","37.7511299","−122.2101780"
"ZCTA5 94702","3,320,290","0","1.282","0.000","37.8663209","−122.2863481"
"ZCTA5 94703","3,335,070","0","1.288","0.000","37.8637146","−122.2756841"
"ZCTA5 94704","2,203,048","0","0.851","0.000","37.8664171","−122.2609222"
"ZCTA5 94705","8,757,325","0","3.381","0.000","37.8652048","−122.2383838"
"ZCTA5 94706","3,792,610","0","1.464","0.000","37.8896978","−122.2958583"
"ZCTA5 94707","4,563,750","0","1.762","0.000","37.8983602","−122.2790897"
"ZCTA5 94708","8,625,006","31,248","3.330","0.012","37.9030665","−122.2619400"
"ZCTA5 94709","1,749,787","0","0.676","0.000","37.8782913","−122.2662521"
"ZCTA5 94710","5,594,277","5,864,364","2.160","2.264","37.8639233","−122.3064650"
"ZCTA5 94720","1,824,691","0","0.705","0.000","37.8719571","−122.2521978"
"ZCTA5 94801","29,795,763","19,508,998","11.504","7.532","37.9492451","−122.3971976"
"ZCTA5 94803","33,201,151","0","12.819","0.000","37.9568399","−122.2823581"
"ZCTA5 94804","16,816,780","7,263,599","6.493","2.804","37.9154627","−122.3378152"
"ZCTA5 94805","4,830,983","0","1.865","0.000","37.9422094","−122.3235455"
"ZCTA5 94806","20,336,072","58,751","7.852","0.023","37.9784270","−122.3364179"
"ZCTA5 94901","33,934,601","8,746,348","13.102","3.377","37.9807090","−122.5006058"
"ZCTA5 94903","51,501,250","1,758,406","19.885","0.679","38.0221295","−122.5588100"
"ZCTA5 94904","12,812,393","261,283","4.947","0.101","37.9472249","−122.5517753"
"ZCTA5 94920","16,861,374","14,740,716","6.510","5.691","37.8867683","−122.4626194"
"ZCTA5 94922","11,289,193","0","4.359","0.000","38.3568061","−122.9509450"
"ZCTA5 94923","50,049,962","9,150,469","19.324","3.533","38.3394148","−123.0345254"
"ZCTA5 94924","71,101,913","200,459","27.453","0.077","37.9669044","−122.7388158"
"ZCTA5 94925","8,317,389","2,557,536","3.211","0.987","37.9318458","−122.5077378"
"ZCTA5 94928","20,061,820","0","7.746","0.000","38.3459304","−122.6935071"
"ZCTA5 94929","2,447,898","0","0.945","0.000","38.2545284","−122.9623709"
"ZCTA5 94930","36,879,087","1,139,888","14.239","0.440","37.9697928","−122.6153300"
"ZCTA5 94931","20,034,044","29,015","7.735","0.011","38.3251717","−122.7169769"
"ZCTA5 94933","8,316,329","0","3.211","0.000","38.0175021","−122.6881480"
"ZCTA5 94937","145,597,771","22,993,464","56.216","8.878","38.1164824","−122.9303530"
"ZCTA5 94938","24,559,489","0","9.482","0.000","38.0302365","−122.7295132"
"ZCTA5 94939","6,111,941","481,836","2.360","0.186","37.9382519","−122.5359478"
"ZCTA5 94940","67,868,924","12,173,701","26.204","4.700","38.2039708","−122.8914816"
"ZCTA5 94941","97,667,531","3,505,251","37.710","1.353","37.9247747","−122.6001828"
"ZCTA5 94945","59,698,882","1,994,092","23.050","0.770","38.1226869","−122.5531417"
"ZCTA5 94946","96,404,415","3,550,606","37.222","1.371","38.0747338","−122.6952645"
"ZCTA5 94947","56,812,613","513,110","21.935","0.198","38.1061995","−122.6249851"
"ZCTA5 94949","34,691,178","3,656,095","13.394","1.412","38.0600944","−122.5064097"
"ZCTA5 94950","12,549,277","0","4.845","0.000","38.0211609","−122.7617342"
"ZCTA5 94951","33,293,510","0","12.855","0.000","38.3225483","−122.6448942"
"ZCTA5 94952","514,155,592","6,514,158","198.517","2.515","38.2345532","−122.7603848"
"ZCTA5 94954","161,048,459","1,715,713","62.181","0.662","38.2350095","−122.5573694"
"ZCTA5 94956","89,894,897","1,130,139","34.709","0.436","38.0214541","−122.8181700"
"ZCTA5 94957","3,678,816","0","1.420","0.000","37.9634213","−122.5618079"
"ZCTA5 94960","15,227,188","0","5.879","0.000","37.9970232","−122.5783384"
"ZCTA5 94963","4,135,301","0","1.597","0.000","38.0076100","−122.6647483"
"ZCTA5 94964","1,182,222","930,546","0.456","0.359","37.9405953","−122.4907119"
"ZCTA5 94965","37,756,606","3,661,886","14.578","1.414","37.8373471","−122.5274824"
"ZCTA5 94970","18,726,039","4,092,682","7.230","1.580","37.9258817","−122.6598334"
"ZCTA5 94971","57,422,976","4,644,645","22.171","1.793","38.2330285","−122.8969589"
"ZCTA5 94972","11,813,394","0","4.561","0.000","38.3366418","−122.9393071"
"ZCTA5 94973","10,231,785","0","3.951","0.000","38.0125906","−122.6394000"
"ZCTA5 95002","24,808,473","291,946","9.579","0.113","37.4386721","−122.0115824"
"ZCTA5 95003","83,980,570","3,151","32.425","0.001","37.0067000","−121.8782065"
"ZCTA5 95004","56,869,056","47,062","21.957","0.018","36.8747551","−121.6307316"
"ZCTA5 95005","30,590,404","0","11.811","0.000","37.0983626","−122.0892953"
"ZCTA5 95006","142,887,682","12,723","55.169","0.005","37.1712670","−122.1495236"
"ZCTA5 95007","4,107,423","0","1.586","0.000","37.1101249","−122.1143447"
"ZCTA5 95008","16,739,965","65,665","6.463","0.025","37.2791725","−121.9555653"
"ZCTA5 95010","3,581,425","213,680","1.383","0.083","36.9763550","−121.9547232"
"ZCTA5 95012","33,446,737","545,985","12.914","0.211","36.7888278","−121.7348886"
"ZCTA5 95013","4,594,081","0","1.774","0.000","37.2153151","−121.7396138"
"ZCTA5 95014","64,388,214","339,868","24.860","0.131","37.3083545","−122.0818821"
"ZCTA5 95017","161,727,896","50,030","62.443","0.019","37.0946843","−122.2374662"
"ZCTA5 95018","45,182,530","692,736","17.445","0.267","37.0838741","−122.0598984"
"ZCTA5 95019","2,840,834","0","1.097","0.000","36.9358526","−121.7844761"
"ZCTA5 95020","393,120,153","2,329,286","151.785","0.899","37.0162105","−121.5594182"
"ZCTA5 95023","1,022,600,825","1,849,903","394.828","0.714","36.9199935","−121.3221878"
"ZCTA5 95030","27,309,203","0","10.544","0.000","37.2216463","−121.9832420"
"ZCTA5 95032","48,346,432","351,979","18.667","0.136","37.1801404","−121.9015526"
"ZCTA5 95033","231,736,373","1,880,021","89.474","0.726","37.1582751","−121.9736783"
"ZCTA5 95035","58,099,918","119,350","22.433","0.046","37.4403973","−121.8746930"
"ZCTA5 95037","311,001,106","4,849,979","120.078","1.873","37.1318204","−121.6812468"
"ZCTA5 95039","45,012,589","4,653,213","17.379","1.797","36.8277452","−121.7652904"
"ZCTA5 95041","501,195","0","0.194","0.000","37.0505337","−122.0582794"
"ZCTA5 95043","1,981,368,809","3,082,323","765.011","1.190","36.5181773","−120.9829127"
"ZCTA5 95045","122,577,268","255,008","47.327","0.098","36.8258065","−121.5185645"
"ZCTA5 95046","48,717,579","106,925","18.810","0.041","37.0993077","−121.5992405"
"ZCTA5 95050","14,129,260","0","5.455","0.000","37.3504312","−121.9524053"
"ZCTA5 95051","17,070,851","0","6.591","0.000","37.3483113","−121.9844349"
"ZCTA5 95053","379,943","0","0.147","0.000","37.3484622","−121.9372707"
"ZCTA5 95054","16,635,960","0","6.423","0.000","37.3930996","−121.9647964"
"ZCTA5 95060","141,277,746","162,014","54.548","0.063","36.9932001","−122.0984003"
"ZCTA5 95062","13,086,263","303,509","5.053","0.117","36.9739691","−121.9898464"
"ZCTA5 95064","4,407,796","0","1.702","0.000","36.9915959","−122.0588685"
"ZCTA5 95065","28,342,877","0","10.943","0.000","37.0322419","−121.9844016"
"ZCTA5 95066","48,495,941","0","18.724","0.000","37.0671978","−122.0145209"
"ZCTA5 95070","73,352,747","70,015","28.322","0.027","37.2549286","−122.0521809"
"ZCTA5 95073","59,310,300","0","22.900","0.000","37.0406799","−121.9317399"
"ZCTA5 95075","238,148,618","173,946","91.950","0.067","36.7935532","−121.1919755"
"ZCTA5 95076","349,890,939","2,573,370","135.094","0.994","36.9457806","−121.7560577"
"ZCTA5 95110","11,773,368","0","4.546","0.000","37.3465721","−121.9097466"
"ZCTA5 95111","15,035,833","18,008","5.805","0.007","37.2838535","−121.8268688"
"ZCTA5 95112","18,828,730","0","7.270","0.000","37.3445994","−121.8834403"
"ZCTA5 95113","902,035","0","0.348","0.000","37.3340134","−121.8904427"
"ZCTA5 95116","9,229,873","0","3.564","0.000","37.3504713","−121.8525538"
"ZCTA5 95117","6,009,496","0","2.320","0.000","37.3100724","−121.9621838"
"ZCTA5 95118","10,530,686","158,166","4.066","0.061","37.2553638","−121.8919118"
"ZCTA5 95119","11,012,497","8,026","4.252","0.003","37.2269709","−121.7886819"
"ZCTA5 95120","101,789,492","895,997","39.301","0.346","37.1857459","−121.8427384"
"ZCTA5 95121","11,513,079","0","4.445","0.000","37.3046105","−121.8097734"
"ZCTA5 95122","12,385,325","0","4.782","0.000","37.3292242","−121.8348212"
"ZCTA5 95123","20,258,957","132,881","7.822","0.051","37.2442380","−121.8316038"
"ZCTA5 95124","17,064,020","0","6.588","0.000","37.2568308","−121.9228146"
"ZCTA5 95125","18,867,188","0","7.285","0.000","37.2955986","−121.8940712"
"ZCTA5 95126","8,614,591","0","3.326","0.000","37.3269219","−121.9167787"
"ZCTA5 95127","49,290,230","99,400","19.031","0.038","37.3716706","−121.7870966"
"ZCTA5 95128","10,180,639","0","3.931","0.000","37.3158842","−121.9364309"
"ZCTA5 95129","11,818,432","0","4.563","0.000","37.3059580","−122.0007203"
"ZCTA5 95130","3,726,998","0","1.439","0.000","37.2776760","−121.9862380"
"ZCTA5 95131","14,958,350","0","5.775","0.000","37.3872675","−121.8979476"
"ZCTA5 95132","70,845,098","1,413","27.353","0.001","37.4184455","−121.7879776"
"ZCTA5 95133","8,446,896","0","3.261","0.000","37.3717229","−121.8605558"
"ZCTA5 95134","27,992,763","0","10.808","0.000","37.4300211","−121.9452625"
"ZCTA5 95135","335,252,895","2,262,354","129.442","0.873","37.2233570","−121.5256945"
"ZCTA5 95136","13,476,518","50,274","5.203","0.019","37.2713786","−121.8525124"
"ZCTA5 95138","67,431,830","6,794","26.036","0.003","37.2456123","−121.7488651"
"ZCTA5 95139","3,121,351","0","1.205","0.000","37.2248768","−121.7638563"
"ZCTA5 95140","199,032,255","139,260","76.847","0.054","37.3514982","−121.6408811"
"ZCTA5 95148","20,415,777","246,839","7.883","0.095","37.3334292","−121.7816683"
"ZCTA5 95202","2,745,855","16,915","1.060","0.007","37.9597363","−121.2882868"
"ZCTA5 95203","15,967,439","1,505,883","6.165","0.581","37.9543023","−121.3293198"
"ZCTA5 95204","13,731,974","683,094","5.302","0.264","37.9737359","−121.3192457"
"ZCTA5 95205","23,287,293","30,174","8.991","0.012","37.9645780","−121.2598412"
"ZCTA5 95206","345,090,126","7,198,181","133.240","2.779","37.9084709","−121.3953057"
"ZCTA5 95207","18,766,717","470,555","7.246","0.182","38.0021250","−121.3249787"
"ZCTA5 95209","21,336,259","412,635","8.238","0.159","38.0468630","−121.3528022"
"ZCTA5 95210","19,694,712","208,110","7.604","0.080","38.0317856","−121.2978857"
"ZCTA5 95211","255,536","42,657","0.099","0.016","37.9802638","−121.3111487"
"ZCTA5 95212","54,861,975","354,499","21.182","0.137","38.0499390","−121.2329698"
"ZCTA5 95215","240,399,547","542,720","92.819","0.210","37.9493948","−121.1570588"
"ZCTA5 95219","302,667,360","60,214,415","116.861","23.249","38.0374279","−121.5124976"
"ZCTA5 95220","150,371,281","1,746,517","58.059","0.674","38.2002315","−121.2350309"
"ZCTA5 95221","599,737","0","0.232","0.000","38.0722862","−120.5484656"
"ZCTA5 95222","393,155,776","4,224,758","151.798","1.631","38.0513304","−120.5901733"
"ZCTA5 95223","1,105,372,470","4,595,931","426.787","1.774","38.4463225","−119.8129575"
"ZCTA5 95224","29,846,961","93,401","11.524","0.036","38.2313239","−120.3226879"
"ZCTA5 95225","25,090,568","102,975","9.688","0.040","38.2025516","−120.8641483"
"ZCTA5 95226","9,986,620","334,345","3.856","0.129","38.2374731","−120.8664503"
"ZCTA5 95227","98,574,862","7,720,065","38.060","2.981","38.2103525","−121.0512555"
"ZCTA5 95228","236,736,616","3,328,089","91.405","1.285","37.9072653","−120.6883275"
"ZCTA5 95230","354,512,708","4,347,044","136.878","1.678","37.9976496","−120.8946819"
